index,forecast_time,temperature,pressure,humidity,city,run_date
2,4/12/2019 5:00,65.89,1008.66,0.36,"34.0522,-118.2437",4/11/2019
3,4/12/2019 6:00,65.48,1008.4,0.34,"34.0522,-118.2437",4/11/2019
4,4/12/2019 7:00,64.15,1008.49,0.37,"34.0522,-118.2437",4/11/2019
5,4/12/2019 8:00,62.67,1007.99,0.41,"34.0522,-118.2437",4/11/2019
6,4/12/2019 9:00,60.47,1007.91,0.48,"34.0522,-118.2437",4/11/2019
7,4/12/2019 10:00,59.38,1007.85,0.52,"34.0522,-118.2437",4/11/2019
8,4/12/2019 11:00,58.45,1007.87,0.53,"34.0522,-118.2437",4/11/2019
9,4/12/2019 12:00,57.93,1007.96,0.53,"34.0522,-118.2437",4/11/2019
10,4/12/2019 13:00,57.39,1008.07,0.54,"34.0522,-118.2437",4/11/2019
11,4/12/2019 14:00,57.24,1008.49,0.54,"34.0522,-118.2437",4/11/2019
12,4/12/2019 15:00,59.01,1008.81,0.5,"34.0522,-118.2437",4/11/2019
13,4/12/2019 16:00,62.82,1009.03,0.42,"34.0522,-118.2437",4/11/2019
14,4/12/2019 17:00,66.86,1009.13,0.32,"34.0522,-118.2437",4/11/2019
15,4/12/2019 18:00,69.86,1009.1,0.28,"34.0522,-118.2437",4/11/2019
16,4/12/2019 19:00,72.32,1008.69,0.25,"34.0522,-118.2437",4/11/2019
17,4/12/2019 20:00,74.25,1008.04,0.22,"34.0522,-118.2437",4/11/2019
18,4/12/2019 21:00,75.64,1007.62,0.2,"34.0522,-118.2437",4/11/2019
19,4/12/2019 22:00,76.66,1007.31,0.19,"34.0522,-118.2437",4/11/2019
20,4/12/2019 23:00,77.24,1007.04,0.19,"34.0522,-118.2437",4/11/2019
21,4/13/2019 0:00,77.19,1006.94,0.19,"34.0522,-118.2437",4/11/2019
22,4/13/2019 1:00,76.05,1007.08,0.21,"34.0522,-118.2437",4/11/2019
23,4/13/2019 2:00,73.71,1007.4,0.24,"34.0522,-118.2437",4/11/2019
24,4/13/2019 3:00,71.66,1007.95,0.26,"34.0522,-118.2437",4/11/2019
25,4/13/2019 4:00,69.83,1008.77,0.29,"34.0522,-118.2437",4/11/2019
26,4/13/2019 5:00,67.75,1009.6,0.32,"34.0522,-118.2437",4/11/2019
27,4/13/2019 6:00,65.71,1010.27,0.35,"34.0522,-118.2437",4/11/2019
28,4/13/2019 7:00,64.7,1010.79,0.37,"34.0522,-118.2437",4/11/2019
29,4/13/2019 8:00,63.18,1011.07,0.39,"34.0522,-118.2437",4/11/2019
30,4/13/2019 9:00,61.67,1011.37,0.41,"34.0522,-118.2437",4/11/2019
31,4/13/2019 10:00,60.17,1011.68,0.43,"34.0522,-118.2437",4/11/2019
32,4/13/2019 11:00,58.9,1011.99,0.45,"34.0522,-118.2437",4/11/2019
33,4/13/2019 12:00,58.08,1012.26,0.46,"34.0522,-118.2437",4/11/2019
34,4/13/2019 13:00,58.04,1012.77,0.46,"34.0522,-118.2437",4/11/2019
35,4/13/2019 14:00,58.52,1013.38,0.44,"34.0522,-118.2437",4/11/2019
36,4/13/2019 15:00,61.21,1013.9,0.4,"34.0522,-118.2437",4/11/2019
37,4/13/2019 16:00,65.1,1014.39,0.34,"34.0522,-118.2437",4/11/2019
38,4/13/2019 17:00,69.53,1014.77,0.29,"34.0522,-118.2437",4/11/2019
39,4/13/2019 18:00,73.42,1014.93,0.25,"34.0522,-118.2437",4/11/2019
40,4/13/2019 19:00,76.86,1014.69,0.22,"34.0522,-118.2437",4/11/2019
41,4/13/2019 20:00,79.06,1014.59,0.21,"34.0522,-118.2437",4/11/2019
42,4/13/2019 21:00,80.29,1014.39,0.2,"34.0522,-118.2437",4/11/2019
43,4/13/2019 22:00,80.37,1013.92,0.2,"34.0522,-118.2437",4/11/2019
44,4/13/2019 23:00,79.43,1013.35,0.21,"34.0522,-118.2437",4/11/2019
45,4/14/2019 0:00,77.91,1013.03,0.23,"34.0522,-118.2437",4/11/2019
46,4/14/2019 1:00,76.26,1013.13,0.25,"34.0522,-118.2437",4/11/2019
47,4/14/2019 2:00,73.92,1013.5,0.28,"34.0522,-118.2437",4/11/2019
48,4/14/2019 3:00,71.83,1013.92,0.31,"34.0522,-118.2437",4/11/2019
